raw_rows,content_rows,rows_missing_content,rows_before_cleaning,rows_missing_required_fields,rows_invalid_correctness,rows_with_invalid_numeric_fields,rows_invalid_timestamp,exact_duplicate_attempt_rows,rows_with_negative_numeric_fields,rows_after_cleaning,unique_students_after_cleaning,unique_exercises_after_cleaning,unique_problems_after_cleaning,correct_attempts_after_cleaning,incorrect_attempts_after_cleaning,date_min,date_max,mode,output_rows
16217311,1330,0,16217311,0,0,0,0,0,0,16217311,72758,1326,25785,11412558,4804753,2018-08-01 07:45:00+00:00,2019-08-01 00:00:00+00:00,full,16144553
